motivos,crec,cred,equ,inic,inv,mkt,no,renta,sueldo,temp
Me gustaría adquirir equipo de fritura para elaborar tostadas de mayor calidad y poder distribuirlas en mi ciudad.,0,0,1,0,0,0,0,0,0,0
mi negocio es venta de ropa y accesorios y quiero invertir en algunas ofertas que tengo para obtener mejores ganancias,0,0,0,0,1,0,0,0,0,0
Inversion en vehiculo necesario para transportar materia prima,0,0,0,0,0,0,0,1,0,0
"Tengo pedidos de tapetes pero no pido anticipo y pues yo tengo que financiar la hechura, los fabrico , entregó y cobro",0,0,0,0,0,0,0,0,0,1
En maquinaria y en tela para cubrir el alta demanda que voy a tener en febrero,0,0,1,0,0,0,0,0,0,0
tengo negocio de cernicerias y lo quiero para invertir en ganado,0,0,0,0,1,0,0,0,0,0
lo necesitaria paara surtir mercancia  para empexar un negocio de comida,0,0,0,0,1,0,0,0,0,0
hola la verdad es que nos robaron mi carro con mi mercancia y puesto nosotros vendiamos pollo en los tianguis pero ahora quisieramos vender en un local establesido por eso nesesito dinero para acompletar,0,0,0,0,0,0,0,1,0,0
MATERIAL PARA INVENTARIO DE LOCAL Y TIENDA VIRTUAL EN INTERNET,0,0,0,0,1,0,0,0,0,0
"Adquisición de equipos y software, así como muebles",0,0,1,0,0,0,0,0,0,0
Inversión para compra de vestidos para mi negocio,0,0,0,0,1,0,0,0,0,0
Lo quiero para remodelación de inmuebles para que seve mas bonito mi local y atracción amis clientes,0,0,0,0,0,0,0,1,0,0
"para pagar por completo en una financiera llamada independencia, los intereses son muy altos. mi pago quincenal es de 600 y solo me toman a mi pago 240, es por seo que prefiero ya liquidar por compleo",0,1,0,0,0,0,0,0,0,0
"Para infraestructura de oficina, la creación de mi negocio es dar el servicio de consultoría y Díseño para la industria metalmecanica, eso incluye a la industria automotriz y línea blanca.",0,0,0,1,0,0,0,0,0,0
terminar de pagar otros creditos y solo tener el de konfio,0,1,0,0,0,0,0,0,0,0
PARA ADQUIRIR PRENSAS INDUSTRIAL TINTORERIA,0,0,0,0,1,0,0,0,0,0
Hacerme de mas producto para bajar los costos y poder competir en el mercado,0,0,0,0,1,0,0,0,0,0
"en fechas pasadas, le solicitaron a mi madre unos analisi clinicos y ultrasonidos referente  la matriz, no hemos tenido la solvencia para realizarlos y ella sigue presentando los dolores, por lo cual necesito el prestamo para poderlo lleva a cabo, y poder le dar el tratamiento adecuado",0,0,0,0,0,0,1,0,0,0
Necesito ir al dentista por que se me rompio un diente,0,0,0,0,0,0,1,0,0,0
"En equipo, material y capital de trabajo para expandir el negocio",0,0,1,0,0,0,0,0,0,0
"para comprar mercancia para mi negocio, como es materias primas, desechables,etc.",0,0,0,0,1,0,0,0,0,0
Equipos e insumos para mejorar la eficiencia en el negocio.,0,0,1,0,0,0,0,0,0,0
En el pago de un terreno para construir bungalows,0,0,0,0,0,0,1,0,0,0
Compra de mercancia a precio de mayoreo y revender al mejor precio posible. ..,0,0,0,0,1,0,0,0,0,0
"adquisicion de mercancia, maquinaria y equipo",0,0,1,0,0,0,0,0,0,0
Publicidad para publicidad de mi negocio. Diseño.,0,0,0,0,0,1,0,0,0,0
para utilizacion de capital de trabajo operativo como pago de servicios a terceros,0,0,0,0,0,0,0,0,1,0
compra de envases y materia prima para milocal de jugos y licuados,0,0,0,0,1,0,0,0,0,0
me gustaria poner un local para la venta de comida estilo poblana,0,0,0,1,0,0,0,0,0,0
El negocio sigue siendo funcional pero las ventas bajaron un poco por vacaciones y no.se lograron cubrir todos los gastos fijos.del.negocio y asi.podre cubrirlos y tener un pequeño respaldo para invertir en.el negocio y que suban nuevamente las ventas.,0,0,0,0,0,0,0,0,0,1
compra de mercancia de temporadan para febrero como bolsa de regalos y regalitos,0,0,0,0,1,0,0,0,0,0
"Invertiré en compra de maquinaria para mi negocio, para aumentar inventario",0,0,0,0,1,0,0,0,0,0
"Compra d mercancía en promocion, para la temporada d vacaciones tengo una tienda d abarrotes",0,0,0,0,1,0,0,0,0,0
"me gustaría invertirlo en producto para mi boutique gourmet y restaurante, por ejemplo en : vino, quesos importados, jamones y embutidos, latería fina. Publicidad, mobiliario, mantenimiento del local, por ejemplo en pintura, remodelación de la terraza, sonido...",0,0,0,0,0,0,0,1,0,0
MANTENERLO PARA PREACAUCIÓN DE PROBLEMAS DE FLUJO,1,0,0,0,0,0,0,0,0,0
"Requiero el dinero para poder cubrir los gastos faltantes para reparar la entrada principal de mi negocio, la cual fue dañada por un acto de vandalismo",0,0,0,0,0,0,0,1,0,0
"inversión de maquinaria para el negocio, y cubrir gastos",0,0,1,0,0,0,0,0,0,0
Necesito invertir en consumibles de computo,0,0,0,0,1,0,0,0,0,0
en publicidad y gastos de comercialización en evento,0,0,0,0,0,1,0,0,0,0
Comprar stock en equipos de seguridad electronica,0,0,1,0,0,0,0,0,0,0
necesito comprar  piel sintetica para hacer unas aplicaciones para chamarras de la policia federal,0,0,0,0,1,0,0,0,0,0
Me va a servir para surtir mi papelería para este nuevo ciclo escolar que esta por comenzar.,0,0,0,0,1,0,0,0,0,0
En  1 máquina canteadora de vidrio y las adecuaciones de el taller. Para  poder instalarla,0,0,1,0,0,0,0,0,0,0
Para comprar herramientas y dar mantenimiento a oficina,0,0,1,0,0,0,0,0,0,0
Tengo una papeleria y requiero el prestamo para compra de productos escolares ya que el proximo mes es la temporada fuerte por las listas de utiles escolares que surtimos con el vale electronico del Gobierno del DF,0,0,0,0,0,0,1,0,0,0
"Vendo desayunos y postres solo por las mañanas  y me gustaria rentar un local para poder vender comida, poder ampliar mi horario para repartir comida y postres y los fines de semana hacer comida para eventos.",0,0,0,1,0,0,0,0,0,0
"para capital de trabajo, compra de herramientas, pago de pasivos",0,1,1,0,0,0,0,0,0,0
"Es un proyecto que tengo por arrancar, es un restaurante bar. En Tijuana",0,0,0,1,0,0,0,0,0,0
hola..solicito el prestamo para sacar unos pedidos de produccion de disfraces para unos clientes..,0,0,0,0,1,0,0,0,0,0
"ADQUIRIR MQS EQUIPO Y MOBILIARIO PARA EVENTOS, YA QUE ACTUALMENTE LO QUE TENEMOS NO NOS ALCANZA, Y NECESITAMOS AUMENTAR NUESTRA CAPACIDAD",0,0,1,0,0,0,0,0,0,0
Para comprar un regalo a mi esposa,0,0,0,0,0,0,1,0,0,0
aumentar la producion de mi mercancia para obtener mas ganancias,0,0,0,0,1,0,0,0,0,0
comprar mercancia para nueva sucursal en el area de frutas y hortalizas en la central de abastos,1,0,0,0,0,0,0,0,0,0
"Equipo de computo, oficina, fotografía y video",0,0,0,0,0,0,0,1,0,0
"MI PROYECTO CONSTA EN INDEPENDISARME COMO MEDICO A UN CONSULTORIO PRIVADO ANEXO MI PROPIA FARMACIA, EMPREDER Y TRABAJAR PARA MI",0,0,0,1,0,0,0,0,0,0
comprar equipo de trabajo y mercancia para incrementar mi negocio,0,0,1,0,0,0,0,0,0,0
comprar una camioneta para traslados de personas,0,0,1,0,0,0,0,0,0,0
Yo vendo productos herbalife y me ofresieron una promocio para subur de puesto,0,0,0,0,1,0,0,0,0,0
Equipo de construcción y maquinaria menor,0,0,1,0,0,0,0,0,0,0
"Comprar ropa a Unbisne, para empezar mi propio negocio",0,0,0,1,0,0,0,0,0,0
invertir en mi negocio ferretero para eso quiero el préstamo porque ando con poco dinero y se viene temporada debo de tener mas material,0,0,0,0,1,0,0,0,0,0
"Inventario, básicamente muestrario de uniformes ejecutivos femeninos para la nueva temporada, nuevos modelos en prendas de uniforme masculinas y existencia de los productos más demandados.",0,0,0,0,1,0,0,0,0,0
Gastos de operación por crecimiento del negocio (depósito de renta de local y adecuaciones),1,0,0,0,0,0,0,1,0,0
para tener mas inventario ya que los clientes piden mas maquinaria y para reabrir otra tienda ya que queremos expandirnos,0,0,0,0,1,0,0,0,0,0
Compra de inventario; capacitación; plan de marketing digital,0,0,0,0,1,0,0,0,0,0
se me descompuse mi coche de el clutch y entre las refacciones y la mana de obra son cuatro mil quinientos pesos,0,0,0,0,0,0,1,0,0,0
"Quiero comprar más mesas, sillas y caballetes para poder atender a más alumnos y así tener más ingresos.",0,0,0,0,0,0,0,1,0,0
"Ccompra de equipo,compresor para pintar casas, tendria  avance en tiempo dinero y esfuerzo.",0,0,1,0,0,0,0,0,0,0
Es un puesto de artesanías para venta en exposiciones mercados o plazas,0,0,0,1,0,0,0,0,0,0
Comprar un nuevo equipo de computo y sistema de punto de venta,0,0,1,0,0,0,0,0,0,0
quiero el prestamo para emprender un negocio de comercio,0,0,0,1,0,0,0,0,0,0
Por motivo de un accidente y urge la atención medica,0,0,0,0,0,0,1,0,0,0
Tengo un negocio de tacos de Carnitas y quiero agrandarlo ya tengo el espacio pero me falta capital para comprar mesas,1,0,0,0,0,0,0,0,0,0
mi papa esta enfermo y necesito ayudarle,0,0,0,0,0,0,1,0,0,0
"invertir en lonas, volantes, tarjetas, tambien mat. prima",0,0,0,0,1,0,0,0,0,0
"Requiero tener liquidez para aprovechar oportunidades de negocio de mayor utilidad, aumentando el poder adquisitivo para la materia prima (insumos tecnológicos) y soportando la nómina durante el tiempo que lleve el proceso de facturación.",0,0,0,0,1,0,0,0,0,0
"inversion en materiales, equipo y herramienta de contruccion",0,0,1,0,0,0,0,0,0,0
"en compra de medicamentos, accesorios como formulas lacteas, jabones, y accesorios  para la farmacia",0,0,0,0,1,0,0,0,0,0
"Sparkia, batchmate de Konfio en 500 Startups, solicita apoyo para financiar compra de equipos.",0,0,1,0,0,0,0,0,0,0
Fallecio un familiar y necesitamos cubrir gastos,0,0,0,0,0,0,1,0,0,0
"Maquinaria, Equipo y capitalizar nuevos proyectos.",0,0,1,0,0,0,0,0,0,0
compra de mercancia y ampliacion de negocio,0,0,0,0,1,0,0,0,0,0
"Quiero poner un pequeño restaurant de comida mexicana, pozole y tortas ahogadas, con sus variedades.",0,0,0,1,0,0,0,0,0,0
Quiero hacerme unos estudios para saber sobre mi salud,0,0,0,0,0,0,1,0,0,0
QUIERO PONER UN NEGOCIO DE CARNES AL CARBÓN,0,0,0,1,0,0,0,0,0,0
PAGO A PROOVEDORES Y COMPRA DE MERCANCIA,0,0,0,0,1,0,0,0,0,0
"Requiero renovar el inventario de mi tienda, manejamos diversas areas de venta como cosmeticos, bisuteria, papeleria, juguetes, electronicos, regalos, plasticos, hogar y actualmente no he podido explotar al maximo el acceso que tengo a un flujo de 10 mil personas diarias.",0,0,0,0,1,0,0,0,0,0
necesito pagar tratamiento de mi esposa. Tiene problemas de coagulación. necesito hacerle examenes y pagar medicamento,0,0,0,0,0,0,1,0,0,0
Tuve un pequeño préstamo cuando tuve los 18 años unos amigos me dijeron que lo tramitara para que les  prestara dinero pero nunca lo pagaron y ahora que ya quiero uno para mi me lo niegan en todos lados pero en vdd soy pagador tengo Nextel y una tarjeta de c&a y voy al corriente,0,1,0,0,0,0,0,0,0,0
Adquisición de vehiculo para ruta de mantenimiento,0,0,1,0,0,0,0,0,0,0
"Renta de Oficina, 60% activo fijo, 30% remodelación y 10% capital humano",0,0,0,0,0,0,0,1,1,0
COMPRA INVENTARIO REQUIERO TENER PARA SURTIR MATERIAL Y ACCEDER A MEJORES PRECIOS Y ESTO A SU VEZ ME PERMITA SURTIR NUEVOS CLIENTES,0,0,0,0,1,0,0,0,0,0
"La empresa presta y vende diversos servicios y productos entre ellos llantas para autobús,solicitamos el crédito para comprar más producto y aumentar nuestro volumen de ventas.",0,0,0,0,1,0,0,0,0,0
"Impulsar mi negocio, ya que estuvo detenido por un par de años, ya que me enfoqué en un trabajo remunerado en lugar de mi negocio",0,0,0,1,0,0,0,0,0,0
inversión en capital de trabajo y ampliación de zonas de comercialización,1,0,0,0,0,0,0,0,0,0
Iniciar un negocio de venta de celulares,0,0,0,1,0,0,0,0,0,0
"En mi trabajo, tengo contratos por realizar pero me hace falta liquidez, aparte de liquidar algunas deudas para solo dedicarme a pagar a Konfio",0,1,0,0,0,0,0,0,0,0
"me dedico a la venta de productos para bajar de peso , asi como a los negocios de encuestas por internet y me gustaria inv ertir en producto , ya que es fecha que se vende bien por la proximidad de vacaciones largas (bajar de peso)",0,0,0,0,1,0,0,0,0,0
"En un activo, es un molde de acero para inyección de plástico. Para hacer un vaso promocional, ya cuento con orden de compra de mi cliente",0,0,1,0,0,0,0,0,0,0
"Negocio, compra de equipo, bocinas genelec juego de 5.1, para mezclas para producción",0,0,1,0,0,0,0,0,0,0
Maquinaria y equipo especializado en mantenimiento y construcción,0,0,1,0,0,0,0,0,0,0
"En comprar Equipo, herramientas y reinvención para crecer el negocio",0,0,1,0,0,0,0,0,0,0
REPARACION DE MOTO Y EMERGENCIA ECONOMICA,0,0,0,0,0,0,1,0,0,0
"Soy dueño de una empresa de articulos promocionales a la cual me gustaría darle mayor difusión creando una página web, pero en este momento ya se cotizo y sus costos son un poco elevados es por ello que para incrementar mis ventas si deseo crearla y para ello necesito el credito",0,0,0,0,0,1,0,0,0,0
Compra de equipo de cómputo e infraestructura,0,0,1,0,0,0,0,0,0,0
"Comprar materiales con las que hago mis muñecas que vendo por ejemplo: telas ,accesorios, y más.",0,0,0,0,1,0,0,0,0,0
"lo necesitamos para ampliar nuestro margen de proyectos,",1,0,0,0,0,0,0,0,0,0
se necesita inversión para operar el negocio ya que las ganancias se verán reflejadas en los próximos meses,0,0,0,0,0,0,0,0,0,1
Varias reparaciones urgentes en mi casa como el baño y cocina,0,0,0,0,0,0,1,0,0,0
"Remodelación de Oficina, y proyecto de reclutamiento de agentes de seguros, para incrementar el nivel de venta en un 50%.",0,0,0,0,0,0,0,1,0,0
"compra de material .como flores naturales ,baces y material de papeleria",0,0,0,0,1,0,0,0,0,0
"Remodelación y ampliación del negocio, así como la modernización de equipos de computo y mobiliario.",0,0,0,0,0,0,0,1,0,0
Necesito el dinero para el pago de nóminas de mis empleados ya que hay facturas pendientes que mis clientes no me han pagado,0,0,0,0,0,0,0,0,1,0
"Capital de trabajo para adquisición de Maquinarìa menor,  flujo de efectivo para nòminas, pago de renta",0,0,1,0,0,0,0,1,0,0
En la compra de Mobiliario y equipo para el nuevo personal,0,0,1,0,0,0,0,0,0,0
para compra de material ya que maquilo y vendo uniformes,0,0,0,0,1,0,0,0,0,0
me estan solicitando clientes unos productos y me hace fata capital para poder surtir,0,0,0,0,1,0,0,0,0,0
para colegiaturas de mis hijos,0,0,0,0,0,0,1,0,0,0
Pago proveedores para obtener mejores descuentos al comprar mercancia,0,0,0,0,1,0,0,0,0,0
Inversión e impulso en herramienta y material que necesito,0,0,0,0,1,0,0,0,0,0
"MATERIAL PARA PRODUCIR, Y CRECER EL NEGOCIO",0,0,0,0,1,0,0,0,0,0
en herramienta y equipo de computo y equipo de comunicación y otras mejoras,0,0,1,0,0,0,0,0,0,0
QUIERO ENGRANDECER MI NEGOCIO QUIERO TENER UN ALMACEN COMPLETO DE LO DE MI NEGOCIO VENDO BOTIQUINES PARA LAS EMPRESAS Y SURTO TODO EL MEDICAMENTO PARA LOS BOTIQUINES DE EMPRESAS Y VOY AL DIA Y NECESITO TENER UN ALMACEN DE TODAO EL MEDICAMENTO QUE ME PIDEN Y QUIERO CONTRATAR UN VENDEDOR,0,0,0,0,1,0,0,0,0,0
Comprar mercancía de nano tecnología Repeler en textiles líquidos,0,0,0,0,1,0,0,0,0,0
"compra de inventario y herramienta de trabajo, para gacer crecer el negocio",0,0,0,0,1,0,0,0,0,0
CAPITAL DE TRABAJO. ESTOY APERTURANDO LAS SUCURSALES EN LA CIUDAD DE MEXICO Y CULIACAN PARA SEPTIEMBRE 2016,1,0,0,0,0,0,0,0,0,0
"pago a proveedores , contratación de nuevo personal de ventas invertir en mercadotecnia y publicidad para generar mas ingresos",0,0,0,0,1,1,0,0,1,0
"Financiamiento de sueldos y salarios, ampliando el espectro de actividades propias de los servicios que se prestan, pago de proveedores, publicidad y compra de un vehiculo seminuevo para distribución del a misma.",0,0,0,0,1,1,0,0,1,0
Capacitación del equipo y tecnología para llevar un mejor control de la gestión de los procesos y clientes,0,0,1,0,0,0,0,0,0,0
soy licenciada en educacion preescolar y deseo comprar material para campamenos recreativos para niños con tda (trastorno deficit de atencion),0,0,0,0,1,0,0,0,0,0
ME DEDICO A PROYECTOS DE GOBIERNO COMO PARTICULARES EN LA CONSTRUCCION DESDE CONDOMINIOS OH INVERSION EN MANTENIMIENTO,1,0,0,0,0,0,0,0,0,0
LO REQUIERO PARA INVENTARIO Y UN VEHICULO,0,0,0,0,1,0,0,0,0,0
EN INVENTARIO DE PEDIDOS YA REALIZADOS POR NUESTROS PRINCIPALES CLIENTES.,0,0,0,0,1,0,0,0,0,0
"comprar lo que es ropa, lencería y zapatos que es a lo que me dedico y como tuvo unos problemas familiares utilice mi dinero para salir de eso y ahora necesito para volver a invertir",0,0,0,0,1,0,0,0,0,0
"Como la economia ha estado un poco lenta, ocurre que algunos clientes llegan a retrasarse en el pago y los gastos propios de la operacion, como pago a proveedores, se tienen que seguir cubriendo. Esto seria para dichos egresos",0,0,0,0,1,0,0,0,0,1
"en poner en forma un taller automotriz, ya que trabajo solo con familia amigos y recomendados, me gustaria abrirlo al publico",0,0,0,1,0,0,0,0,0,0
Planes de remodelación y construcción de casa habitación,0,0,0,0,0,0,1,0,0,0
En la ciudad mira de una máquina de impresión en gran formato,0,0,1,0,0,0,0,0,0,0
VOY A REALIZAR COMPRA DE 1 EQUIPO DE COMPUTO Y UN PUNTO DE VENTA PARA MI NEGOCIO QUE ES UNA PAPELERIA .,0,0,1,0,0,0,0,0,0,0
Inicio mi vida laboral y requiero de ropa más profecional,0,0,0,0,0,0,1,0,0,0
tengo un negocio de frutas y legumbres y necesito surtirlo bien,0,0,0,0,1,0,0,0,0,0
fabricacion de productos de madera para decoracion y comercializarlos principalmente por internet...,0,0,0,0,1,0,0,0,0,0
Compras mas cosas tener un inventario mas grande para tener mayor venta,0,0,0,0,1,0,0,0,0,0
Capital de trabajo y aumento de infraestructura,1,0,0,0,0,0,0,0,0,0
"A parte de mi trabajo, vendo calzado y productos de playa, necesito para inversión",0,0,0,0,1,0,0,0,0,0
para una emergencia medica que tengo,0,0,0,0,0,0,1,0,0,0
para terminar de adaptar mi local.en trabajos de pintura y herreria,0,0,0,0,0,0,0,1,0,0
En deudas divirsas. y otras cosas que deseo y quiero cubrir.,0,1,0,0,0,0,0,0,0,0
Para comprar dos maquinitas de videojuegos,0,0,1,0,0,0,0,0,0,0
Requiero comprar equipo de computo e impresora para dar un mejor servicio a mis clientes,0,0,1,0,0,0,0,0,0,0
"Operación de una unidad nueva, para el servicio de flete nacional e internacional",1,0,0,0,0,0,0,0,0,0
"Requiero surtir medicamentos y otros productos para una farmacia que tengo,además de mi empleo como médico.",0,0,0,0,1,0,0,0,0,0
dar el enganche para un vehículo nuevo que necesitamos,0,0,1,0,0,0,0,0,0,0
Tengo una consulotroa de sistemas y necesitamos el prestamo para solventar la falta de flujo de efectivo (por rollos de cobranza) y la compra de una impresora de pvc. A la vez para apoyar a mi esposa en su negocio de venta de zapatos para poder agilizar cobranza,0,1,1,0,0,0,0,0,0,0
en inversion de equipos y para pagar deudas,0,1,1,0,0,0,0,0,0,0
Gastos notariales Compra de departamento,0,0,0,0,0,0,1,0,0,0
Compra de telas para uniformes escolares,0,0,0,0,1,0,0,0,0,0
En la compra de material y renta de local.,0,0,0,0,1,0,0,0,0,0
"Para el pago del parto de mi esposa, con ese prestamo podremos completar lo que nos falta",0,0,0,0,0,0,1,0,0,0
"Comprar insumos para la instalación de antenas de un contrato que mantenemos con Telecomm, y Hughesnet. Ademas del retiro de antenas para la misma compañía en comunidades.",0,0,0,0,1,0,0,0,0,0
"ACUALIZACION DE EQUIPO DE COMPUTO,ASI COMO PROGRAMAS ADMINISTRATIVOS YA QUE SE REQUIERE DE ESTAR AL DIA EN LO RELACIONADO A LOS SISTEMAS",0,0,1,0,0,0,0,0,0,0
